"region","year","gdpcap"
"Castilla Y Leon",1958,1.97136537649399
"Castilla Y Leon",1959,1.99514420091748
"Castilla Y Leon",1960,2.13881740226844
"Castilla Y Leon",1961,2.23950296427583
"Castilla Y Leon",1962,2.45422738104403
"Castilla Y Leon",1963,2.67223651257286
"Castilla Y Leon",1964,2.77777777777778
"Castilla Y Leon",1965,2.88217648612673
"Castilla Y Leon",1966,2.98807492292939
"Castilla Y Leon",1967,3.09454431127937
"Castilla Y Leon",1968,3.30227086694538
"Castilla Y Leon",1969,3.5209939058288
"Castilla Y Leon",1970,3.67052284726685
"Castilla Y Leon",1971,3.82183677501183
"Castilla Y Leon",1972,4.08176224901144
"Castilla Y Leon",1973,4.34540152311393
"Castilla Y Leon",1974,4.46472429473276
"Castilla Y Leon",1975,4.58111952318869
"Castilla Y Leon",1976,4.7327193625482
"Castilla Y Leon",1977,4.88467571974414
"Castilla Y Leon",1978,4.94680091402457
"Castilla Y Leon",1979,4.92037980429141
"Castilla Y Leon",1980,4.89374469668822
"Castilla Y Leon",1981,4.88103383338577
"Castilla Y Leon",1982,4.92309334958427
"Castilla Y Leon",1983,4.97072247633489
"Castilla Y Leon",1984,5.11346777246122
"Castilla Y Leon",1985,5.26199667700969
"Castilla Y Leon",1986,5.6473148785057
"Castilla Y Leon",1987,6.04463003594955
"Castilla Y Leon",1988,6.35439870834895
"Castilla Y Leon",1989,6.67402174295067
"Castilla Y Leon",1990,6.87032273005704
"Castilla Y Leon",1991,7.06319626451594
"Castilla Y Leon",1992,7.04548717804958
"Castilla Y Leon",1993,7.02763513577594
"Castilla Y Leon",1994,7.07426444355742
"Castilla Y Leon",1995,7.28291934028894
"Castilla Y Leon",1996,7.61139691812384
"Castilla Y Leon",1997,7.88846009120162
"Castilla-La Mancha",1955,1.32776351357759
"Castilla-La Mancha",1956,1.41509567387136
"Castilla-La Mancha",1957,1.50357039102109
"Castilla-La Mancha",1958,1.5314196423441
"Castilla-La Mancha",1959,1.5593401536503
"Castilla-La Mancha",1960,1.66752359520466
"Castilla-La Mancha",1961,1.75242790389967
"Castilla-La Mancha",1962,1.92045131706231
"Castilla-La Mancha",1963,2.09190240079285
"Castilla-La Mancha",1964,2.18259064479066
"Castilla-La Mancha",1965,2.27470713933854
"Castilla-La Mancha",1966,2.3783919403329
"Castilla-La Mancha",1967,2.48236221710092
"Castilla-La Mancha",1968,2.7090831539761
"Castilla-La Mancha",1969,2.94744365728096
"Castilla-La Mancha",1970,3.13688952117196
"Castilla-La Mancha",1971,3.31962299973445
"Castilla-La Mancha",1972,3.62917745634339
"Castilla-La Mancha",1973,3.94608672773181
"Castilla-La Mancha",1974,4.0281346442869
"Castilla-La Mancha",1975,4.11196820091023
"Castilla-La Mancha",1976,4.26071110332874
"Castilla-La Mancha",1977,4.41216798688098
"Castilla-La Mancha",1978,4.44630086507092
"Castilla-La Mancha",1979,4.40874053423352
"Castilla-La Mancha",1980,4.32876329767946
"Castilla-La Mancha",1981,4.26128249071694
"Castilla-La Mancha",1982,4.34318745146476
"Castilla-La Mancha",1983,4.42466441647253
"Castilla-La Mancha",1984,4.55005714396891
"Castilla-La Mancha",1985,4.67766350727359
"Castilla-La Mancha",1986,4.98064831644084
"Castilla-La Mancha",1987,5.2955586036523
"Castilla-La Mancha",1988,5.67787778408178
"Castilla-La Mancha",1989,6.06533857932332
"Castilla-La Mancha",1990,6.27942013079968
"Castilla-La Mancha",1991,6.47450730106688
"Castilla-La Mancha",1992,6.33069114390866
"Castilla-La Mancha",1993,6.18858914891504
"Castilla-La Mancha",1994,6.2309341408872
"Castilla-La Mancha",1995,6.3287634197149
"Castilla-La Mancha",1996,6.61439609609308
"Castilla-La Mancha",1997,6.86539554895588
"Cataluna",1955,3.54662963030373
"Cataluna",1956,3.69044556954152
"Cataluna",1957,3.82683499817574
"Cataluna",1958,3.8756783776064
"Cataluna",1959,3.92173673384055
"Cataluna",1960,4.24178820002321
"Cataluna",1961,4.57533547892566
"Cataluna",1962,4.83804641196265
"Cataluna",1963,5.08133409636867
"Cataluna",1964,5.15809787814531
"Cataluna",1965,5.22365052507319
"Cataluna",1966,5.33247650503874
"Cataluna",1967,5.42944892070458
"Cataluna",1968,5.67437885353069
"Cataluna",1969,5.91552394419117
"Cataluna",1970,6.06683787193614
"Cataluna",1971,6.22764920820614
"Cataluna",1972,6.53906012902564
"Cataluna",1973,6.83797505609446
"Cataluna",1974,6.98736082380481
"Cataluna",1975,7.12489302721544
"Cataluna",1976,7.13538981886872
"Cataluna",1977,7.1429590673591
"Cataluna",1978,7.01935154409008
"Cataluna",1979,7.01099691034147
"Cataluna",1980,7.07883467098128
"Cataluna",1981,7.1822335603611
"Cataluna",1982,7.28720365609826
"Cataluna",1983,7.3978863181948
"Cataluna",1984,7.48429002846285
"Cataluna",1985,7.5699798313763
"Cataluna",1986,8.07769173930216
"Cataluna",1987,8.58397583251883
"Cataluna",1988,9.05741234228836
"Cataluna",1989,9.52584975721223
"Cataluna",1990,9.78506175969812
"Cataluna",1991,10.0506998000571
"Cataluna",1992,9.83790310748268
"Cataluna",1993,9.62510728658999
"Cataluna",1994,10.0064270838912
"Cataluna",1995,10.33990288489
"Cataluna",1996,10.5762637502566
"Cataluna",1997,11.0454159442168
"Comunidad Valenciana",1955,2.57597822218206
"Comunidad Valenciana",1956,2.73850328477578
"Comunidad Valenciana",1957,2.89988579051354
"Comunidad Valenciana",1958,2.96351049532723
"Comunidad Valenciana",1959,3.02620685907542
"Comunidad Valenciana",1960,3.21929439140435
"Comunidad Valenciana",1961,3.36246790119118
"Comunidad Valenciana",1962,3.56998002314629
"Comunidad Valenciana",1963,3.76521014922076
"Comunidad Valenciana",1964,3.82369302130195
"Comunidad Valenciana",1965,3.8741786491527
"Comunidad Valenciana",1966,3.97814892592072
"Comunidad Valenciana",1967,4.07340761526283
"Comunidad Valenciana",1968,4.27977739828241
"Comunidad Valenciana",1969,4.48628970126839
"Comunidad Valenciana",1970,4.65474132809153
"Comunidad Valenciana",1971,4.81712387071886
"Comunidad Valenciana",1972,5.13888906322524
"Comunidad Valenciana",1973,5.44937164297924
"Comunidad Valenciana",1974,5.55798362507476
"Comunidad Valenciana",1975,5.65595542386885
"Comunidad Valenciana",1976,5.76135395118694
"Comunidad Valenciana",1977,5.86103991214564
"Comunidad Valenciana",1978,5.81091123797219
"Comunidad Valenciana",1979,5.77549262919858
"Comunidad Valenciana",1980,5.79098807985665
"Comunidad Valenciana",1981,5.8996715398558
"Comunidad Valenciana",1982,6.01813788415364
"Comunidad Valenciana",1983,6.13981724738802
"Comunidad Valenciana",1984,6.23686070511662
"Comunidad Valenciana",1985,6.33611823449439
"Comunidad Valenciana",1986,6.73936039200853
"Comunidad Valenciana",1987,7.14438731790917
"Comunidad Valenciana",1988,7.56069729240306
"Comunidad Valenciana",1989,7.96915167095116
"Comunidad Valenciana",1990,8.13838868303253
"Comunidad Valenciana",1991,8.30619788040471
"Comunidad Valenciana",1992,8.0805482404023
"Comunidad Valenciana",1993,7.85704119414542
"Comunidad Valenciana",1994,8.06840920032892
"Comunidad Valenciana",1995,8.28906061716742
"Comunidad Valenciana",1996,8.42973436161097
"Comunidad Valenciana",1997,8.72536435599873
"Extremadura",1955,1.24343048331057
"Extremadura",1956,1.3325478478317
"Extremadura",1957,1.42245070657128
"Extremadura",1958,1.4402313799015
"Extremadura",1959,1.45808342217514
"Extremadura",1960,1.53584691396069
"Extremadura",1961,1.59625816399695
"Extremadura",1962,1.70558416240728
"Extremadura",1963,1.81769496609367
"Extremadura",1964,1.88281929040085
"Extremadura",1965,1.9488718468133
"Extremadura",1966,2.03263348969212
"Extremadura",1967,2.11760916733054
"Extremadura",1968,2.24550122432932
"Extremadura",1969,2.38196234878762
"Extremadura",1970,2.51849473322912
"Extremadura",1971,2.65402751662192
"Extremadura",1972,2.84640092367582
"Extremadura",1973,3.04562988978595
"Extremadura",1974,3.10304190083525
"Extremadura",1975,3.15674098346343
"Extremadura",1976,3.26256794236245
"Extremadura",1977,3.36539566227451
"Extremadura",1978,3.48707502550889
"Extremadura",1979,3.51585250893718
"Extremadura",1980,3.53956007337747
"Extremadura",1981,3.57276482842235
"Extremadura",1982,3.61096824247202
"Extremadura",1983,3.64895744073122
"Extremadura",1984,3.73714635522663
"Extremadura",1985,3.82847768243671
"Extremadura",1986,4.16173948556551
"Extremadura",1987,4.49857169714903
"Extremadura",1988,4.76949430812737
"Extremadura",1989,5.05141405608442
"Extremadura",1990,5.23407583882284
"Extremadura",1991,5.39831462774029
"Extremadura",1992,5.36546704429315
"Extremadura",1993,5.33261946084601
"Extremadura",1994,5.43987423445422
"Extremadura",1995,5.50135656344281
"Extremadura",1996,5.90581253779612
"Extremadura",1997,6.22457870923598
"Galicia",1955,1.63467579383708
"Galicia",1956,1.72557836258558
"Galicia",1957,1.81648104029429
"Galicia",1958,1.84090251208918
"Galicia",1959,1.86539567970814
"Galicia",1960,1.98329041869734
"Galicia",1961,2.00578416629847
"Galicia",1962,2.18566114376082
"Galicia",1963,2.36639542022592
"Galicia",1964,2.45879739054746
"Galicia",1965,2.54970006825617
"Galicia",1966,2.66966570516683
"Galicia",1967,2.78784635577056
"Galicia",1968,2.9783632986139
"Galicia",1969,3.17737783101313
"Galicia",1970,3.36196799170661
"Galicia",1971,3.53477584808358
"Galicia",1972,3.78320471146079
"Galicia",1973,4.0299913264179
"Galicia",1974,4.13239083266946
"Galicia",1975,4.23100549675539
"Galicia",1976,4.359040291641
"Galicia",1977,4.48564683597655
"Galicia",1978,4.52170787420112
"Galicia",1979,4.55748343665203
"Galicia",1980,4.58169091057689
"Galicia",1981,4.61875176777059
"Galicia",1982,4.71079700233527
"Galicia",1983,4.80634116745104
"Galicia",1984,4.89931430724034
"Galicia",1985,4.99778645135988
"Galicia",1986,5.2779205592487
"Galicia",1987,5.56576687143517
"Galicia",1988,5.90952590205812
"Galicia",1989,6.25449874952023
"Galicia",1990,6.45322780614579
"Galicia",1991,6.64160259108447
"Galicia",1992,6.54448721961136
"Galicia",1993,6.44751480394553
"Galicia",1994,6.55648373971834
"Galicia",1995,6.68866033044688
"Galicia",1996,6.86246800579299
"Galicia",1997,7.13853179574251
"Madrid",1955,4.5944728159421
"Madrid",1956,4.78663244304641
"Madrid",1957,4.96343913945904
"Madrid",1958,4.90616964837613
"Madrid",1959,4.84640104571127
"Madrid",1960,5.16109689921183
"Madrid",1961,5.63260481310585
"Madrid",1962,5.84083127825644
"Madrid",1963,6.02449287996398
"Madrid",1964,6.09932893754686
"Madrid",1965,6.15202820120591
"Madrid",1966,6.11046859449198
"Madrid",1967,6.057340899252
"Madrid",1968,6.2531419768738
"Madrid",1969,6.43558976174218
"Madrid",1970,6.54334488067583
"Madrid",1971,6.67473565030527
"Madrid",1972,7.08690382895624
"Madrid",1973,7.47500748948961
"Madrid",1974,7.65566963428976
"Madrid",1975,7.81633801475248
"Madrid",1976,7.70708403904688
"Madrid",1977,7.59997178540506
"Madrid",1978,7.39003159393075
"Madrid",1979,7.32147992593634
"Madrid",1980,7.41716617517763
"Madrid",1981,7.53213402476525
"Madrid",1982,7.54284525012943
"Madrid",1983,7.55855469865753
"Madrid",1984,7.69922844310108
"Madrid",1985,7.83918915187179
"Madrid",1986,8.34761496715224
"Madrid",1987,8.84961474455959
"Madrid",1988,9.25449871465296
"Madrid",1989,9.65795487003713
"Madrid",1990,9.80648421042649
"Madrid",1991,9.96358218243448
"Madrid",1992,9.84004570122822
"Madrid",1993,9.7186518137675
"Madrid",1994,9.88217669533035
"Madrid",1995,10.0985429246778
"Madrid",1996,10.322764749971
"Madrid",1997,10.73264781491
"Murcia",1955,1.67952011531164
"Murcia",1956,1.76428168611981
"Murcia",1957,1.85032844271056
"Murcia",1958,1.88738929990427
"Murcia",1959,1.92409320342067
"Murcia",1960,2.11860898629967
"Murcia",1961,2.30548404278465
"Murcia",1962,2.52142249431245
"Murcia",1963,2.73907445424354
"Murcia",1964,2.85125684479379
"Murcia",1965,2.96593834692599
"Murcia",1966,3.09918601660686
"Murcia",1967,3.22729228939611
"Murcia",1968,3.46115404318074
"Murcia",1969,3.70615545391049
"Murcia",1970,3.90638380314888
"Murcia",1971,4.08647543224257
"Murcia",1972,4.37946292340023
"Murcia",1973,4.66695228190941
"Murcia",1974,4.69780066325916
"Murcia",1975,4.72272204453861
"Murcia",1976,4.78434732933448
"Murcia",1977,4.84454436358027
"Murcia",1978,4.8646100416622
"Murcia",1979,4.83640372770168
"Murcia",1980,4.76321035437978
"Murcia",1981,4.70808345704241
"Murcia",1982,4.81112539274493
"Murcia",1983,4.90688355573073
"Murcia",1984,5.03199080745345
"Murcia",1985,5.15459851175334
"Murcia",1986,5.4715080010622
"Murcia",1987,5.78856044617832
"Murcia",1988,6.12489274827728
"Murcia",1989,6.45044278294929
"Murcia",1990,6.57819210206124
"Murcia",1991,6.71036825694891
"Murcia",1992,6.66288208600556
"Murcia",1993,6.61632382028684
"Murcia",1994,6.78484736085449
"Murcia",1995,6.88581818071511
"Murcia",1996,7.04541570014594
"Murcia",1997,7.29505838036231
"Navarra",1955,2.55512715884189
"Navarra",1956,2.69815771282145
"Navarra",1957,2.83983149415457
"Navarra",1958,2.88189079243263
"Navarra",1959,2.93087690975012
"Navarra",1960,3.16352462877515
"Navarra",1961,3.33590405357119
"Navarra",1962,3.62339341208037
"Navarra",1963,3.89481571462283
"Navarra",1964,3.98514722286378
"Navarra",1965,4.07297918368189
"Navarra",1966,4.21001147760796
"Navarra",1967,4.35239938421612
"Navarra",1968,4.55698352716746
"Navarra",1969,4.76570990180261
"Navarra",1970,4.97943449960168
"Navarra",1971,5.19965704901836
"Navarra",1972,5.46679525367194
"Navarra",1973,5.73050556983719
"Navarra",1974,5.98478995538105
"Navarra",1975,6.22293646081588
"Navarra",1976,6.29777208255789
"Navarra",1977,6.38446170444047
"Navarra",1978,6.32419319229104
"Navarra",1979,6.23964572831312
"Navarra",1980,6.20844039328607
"Navarra",1981,6.17787792355086
"Navarra",1982,6.36203943474298
"Navarra",1983,6.54470165332227
"Navarra",1984,6.79720083463876
"Navarra",1985,7.04777185592063
"Navarra",1986,7.44929985127017
"Navarra",1987,7.87917755222838
"Navarra",1988,8.34975756089778
"Navarra",1989,8.80391334200273
"Navarra",1990,9.19737217937732
"Navarra",1991,9.59154492410651
"Navarra",1992,9.34518674073033
"Navarra",1993,9.11739537866413
"Navarra",1994,9.36589528410409
"Navarra",1995,9.75864021412409
"Navarra",1996,10.0606971180667
"Navarra",1997,10.5227076234357
"Basque Country",1955,3.85318463000527
"Basque Country",1956,3.94565829615088
"Basque Country",1957,4.03356173487263
"Basque Country",1958,4.02342189689665
"Basque Country",1959,4.01378196840523
"Basque Country",1960,4.28591839622273
"Basque Country",1961,4.57433609579741
"Basque Country",1962,4.89895735356304
"Basque Country",1963,5.19701498162913
"Basque Country",1964,5.33890297875272
"Basque Country",1965,5.46515300525185
"Basque Country",1966,5.54591562706414
"Basque Country",1967,5.61489572663949
"Basque Country",1968,5.85218493307158
"Basque Country",1969,6.08140541736959
"Basque Country",1970,6.17009424134957
"Basque Country",1971,6.28363340454625
"Basque Country",1972,6.55555539865284
"Basque Country",1973,6.81076856110308
"Basque Country",1974,7.1051843028108
"Basque Country",1975,7.37789168217563
"Basque Country",1976,7.23293362192275
"Basque Country",1977,7.08983137211913
"Basque Country",1978,6.78670360714461
"Basque Country",1979,6.6398173868571
"Basque Country",1980,6.56283917136956
"Basque Country",1981,6.50078545499277
"Basque Country",1982,6.54505860699956
"Basque Country",1983,6.59532980113941
"Basque Country",1984,6.76149675009149
"Basque Country",1985,6.93716067172772
"Basque Country",1986,7.33219115130052
"Basque Country",1987,7.74278812359415
"Basque Country",1988,8.12053664075889
"Basque Country",1989,8.50971116232416
"Basque Country",1990,8.7767778890741
"Basque Country",1991,9.02527866619582
"Basque Country",1992,8.87389282470633
"Basque Country",1993,8.71822353908928
"Basque Country",1994,9.01813784928637
"Basque Country",1995,9.44087386165337
"Basque Country",1996,9.68651813767495
"Basque Country",1997,10.1706658728087
"Rioja",1955,2.39045993834351
"Rioja",1956,2.53520421864679
"Rioja",1957,2.68001997685371
"Rioja",1958,2.72643528676517
"Rioja",1959,2.77285059667662
"Rioja",1960,2.96986570905801
"Rioja",1961,3.1531705750087
"Rioja",1962,3.40438446158241
"Rioja",1963,3.66923755252406
"Rioja",1964,3.80398473273819
"Rioja",1965,3.92180821174419
"Rioja",1966,4.03270487171076
"Rioja",1967,4.16031123501544
"Rioja",1968,4.37303644968625
"Rioja",1969,4.60354179288618
"Rioja",1970,4.79341630627856
"Rioja",1971,4.9833618617337
"Rioja",1972,5.23007699878718
"Rioja",1973,5.47464997793599
"Rioja",1974,5.57583566734839
"Rioja",1975,5.67609257985442
"Rioja",1976,5.81655232642794
"Rioja",1977,5.9557982561623
"Rioja",1978,6.06655239616248
"Rioja",1979,6.10104266387059
"Rioja",1980,6.10868339026461
"Rioja",1981,6.13996020319529
"Rioja",1982,6.30976860266486
"Rioja",1983,6.5021422276392
"Rioja",1984,6.62689252568463
"Rioja",1985,6.7755639501995
"Rioja",1986,7.16509586128294
"Rioja",1987,7.58069105674049
"Rioja",1988,8.00271316175289
"Rioja",1989,8.45329940608487
"Rioja",1990,8.85889728353283
"Rioja",1991,9.22950585546987
"Rioja",1992,9.18094795181288
"Rioja",1993,9.13239091983764
"Rioja",1994,9.498000396929
"Rioja",1995,9.75221330456923
"Rioja",1996,10.0564128022574
"Rioja",1997,10.4762923135243
