"county","VTD","total.pop","white","black","hispanic","api","other","mixed"
5,29,3748,0.85965848452508,0.0589647812166489,0.0370864461045891,0.0146744930629669,0.00720384204909285,0.0224119530416222
5,33,4144,0.775579150579151,0.0924227799227799,0.0521235521235521,0.0448841698841699,0.00627413127413127,0.0287162162162162
5,3,4383,0.927218799908738,0.0134610997033995,0.0216746520647958,0.00730093543235227,0.00844170659365731,0.0219028062970568
5,23,1601,0.927545284197377,0.00437226733291693,0.018738288569644,0.00874453466583385,0.00999375390381012,0.0306058713304185
5,2,2742,0.788475565280817,0.156819839533187,0.0346462436177972,0.00437636761487965,0.00401167031363968,0.0116703136396791
5,5,3567,0.939444911690496,0.00756938603868797,0.0249509391645641,0.00532660499018783,0.00869077656293804,0.0140173815531259
5,58,1075,0.915348837209302,0.0176744186046512,0.026046511627907,0.00744186046511628,0.00372093023255814,0.0297674418604651
5,55,4719,0.710108073744437,0.114219114219114,0.0979020979020979,0.0243695698241153,0.00847637211273575,0.0449247721974995
5,57,2048,0.80908203125,0.07958984375,0.04345703125,0.01611328125,0.01123046875,0.04052734375
5,41,2095,0.743675417661098,0.15417661097852,0.0477326968973747,0.0224343675417661,0.00668257756563246,0.0252983293556086
5,49,3372,0.75,0.100237247924081,0.0548635824436536,0.047153024911032,0.00593119810201661,0.0418149466192171
5,48,2561,0.637641546270988,0.213197969543147,0.0667707926591175,0.0339711050370949,0.0109332292073409,0.0374853572823116
5,47,3708,0.653721682847896,0.22168284789644,0.0391046386192017,0.0401833872707659,0.0102481121898598,0.035059331175836
5,50,3609,0.653920753671377,0.206151288445553,0.0543086727625381,0.0429481850928235,0.00554170130229981,0.0371293987254087
5,51,2684,0.715350223546945,0.150149031296572,0.0644560357675112,0.0264530551415797,0.00931445603576751,0.0342771982116244
5,56,2383,0.721359630717583,0.117498950902224,0.0629458665547629,0.0511959714645405,0.00797314309693663,0.039026437263953
5,46,2873,0.597633136094675,0.270449008005569,0.0515140967629655,0.0455969369996519,0.00730943264879916,0.0274973894883397
5,39,3732,0.672829581993569,0.216237942122186,0.0597534833869239,0.0155412647374062,0.00535905680600214,0.0302786709539121
5,45,2925,0.291965811965812,0.608547008547008,0.0358974358974359,0.0239316239316239,0.00547008547008547,0.0341880341880342
5,40,1961,0.640999490056094,0.195818459969403,0.0882202957674656,0.0244773074961754,0.0122386537480877,0.0382457929627741
5,32,4667,0.773516177415899,0.100921362759803,0.0617098778658667,0.0302121277051639,0.00728519391472038,0.0263552603385472
5,31,3730,0.852278820375335,0.0683646112600536,0.0332439678284182,0.0206434316353887,0.00509383378016086,0.0203753351206434
5,34,3280,0.86859756097561,0.0576219512195122,0.0341463414634146,0.0228658536585366,0.00548780487804878,0.011280487804878
5,24,4250,0.813647058823529,0.0969411764705882,0.0414117647058824,0.0150588235294118,0.00752941176470588,0.0254117647058824
5,52,2363,0.56622936944562,0.315700380871773,0.0355480321625053,0.0372407955988151,0.00973338975878121,0.0355480321625053
5,36,3476,0.852128883774453,0.0664556962025316,0.034234752589183,0.0210011507479862,0.00373993095512083,0.022439585730725
5,38,4955,0.628859737638749,0.210494450050454,0.1029263370333,0.0139253279515641,0.00928355196770938,0.034510595358224
5,44,2971,0.231571861326153,0.716930326489397,0.0252440255806126,0.000673174015483002,0.00538539212386402,0.0201952204644901
5,54,1609,0.900559353635799,0.0391547545059043,0.0248601615910503,0.00807955251709136,0.00621504039776259,0.0211311373523928
5,53,2595,0.918304431599229,0.023121387283237,0.0312138728323699,0.0107899807321773,0.00346820809248555,0.013102119460501
5,43,2368,0.761824324324324,0.122466216216216,0.0646114864864865,0.0168918918918919,0.00929054054054054,0.0249155405405405
5,42,3368,0.834619952494062,0.0846199524940618,0.041270783847981,0.0163301662707838,0.00593824228028504,0.0172209026128266
5,37,3846,0.729069162766511,0.139885595423817,0.0813832553302132,0.0174206968278731,0.0046801872074883,0.0275611024440978
5,35,2957,0.904971254649983,0.0138654041258032,0.0331416976665539,0.0236726411903957,0.00405816706121069,0.0202908353060534
5,9,3215,0.910108864696734,0.00404354587869362,0.0460342146189736,0.00839813374805599,0.0127527216174184,0.0186625194401244
5,11,2322,0.875538329026701,0.0133505598621878,0.0611541774332472,0.0116279069767442,0.0133505598621878,0.024978466838932
5,10,1479,0.849898580121704,0.0256930358350237,0.0662609871534821,0.0128465179175118,0.0162271805273834,0.0290736984448952
5,17,3903,0.866000512426339,0.0156290033307712,0.0632846528311555,0.0128106584678452,0.0102485267742762,0.0320266461696131
5,19,3909,0.920440010232796,0.0191864927091328,0.0291634689178818,0.0135584548477872,0.00511639805576874,0.0125351752366334
5,12,2664,0.845720720720721,0.0142642642642643,0.0645645645645646,0.0405405405405405,0.003003003003003,0.0319069069069069
5,14,2634,0.907365223993926,0.0129081245254366,0.0375854214123007,0.0182232346241458,0.00759301442672741,0.0163249810174639
5,13,4047,0.827032369656536,0.0338522362243637,0.0753644675067952,0.0289103039288362,0.00469483568075117,0.0301457870027181
5,15,749,0.867823765020027,0.0240320427236315,0.054739652870494,0.0173564753004005,0.0146862483311081,0.0213618157543391
5,20,2842,0.865235749472203,0.0249824067558058,0.0608726249120338,0.0214637579169599,0.00140745953553835,0.0260380014074595
5,16,3449,0.867497825456654,0.0252247028124094,0.0510292838503914,0.0168164685416063,0.00869817338358945,0.0307335459553494
5,18,5132,0.872174590802806,0.0210444271239283,0.0492985190958691,0.0185113016367888,0.00448168355416991,0.034489477786438
5,21,2368,0.948057432432432,0.00253378378378378,0.0202702702702703,0.00633445945945946,0.0122466216216216,0.0105574324324324
5,4,1094,0.920475319926874,0.0164533820840951,0.026508226691042,0.00457038391224863,0.0155393053016453,0.0164533820840951
5,6,2985,0.919597989949749,0.00603015075376884,0.0341708542713568,0.00603015075376884,0.016750418760469,0.0174204355108878
5,7,242,0.933884297520661,0,0.0247933884297521,0.00413223140495868,0.0206611570247934,0.0165289256198347
5,8,280,0.967857142857143,0.0107142857142857,0,0.00357142857142857,0.0107142857142857,0.00714285714285714
5,1,3693,0.929325751421608,0.00514486867045762,0.0300568643379366,0.00406173842404549,0.0121852152721365,0.0192255618738153
7,20,1058,0.886578449905482,0.0708884688090737,0.0236294896030246,0.00378071833648393,0.00472589792060491,0.0103969754253308
7,19,1147,0.867480383609416,0.0697471665213601,0.018308631211857,0.013077593722755,0.00784655623365301,0.023539668700959
7,18,878,0.946469248291572,0.00797266514806378,0.030751708428246,0.00227790432801822,0.00227790432801822,0.010250569476082
7,15,1842,0.8914223669924,0.0629750271444083,0.0244299674267101,0.00542888165038002,0.00162866449511401,0.0141150922909881
7,16,1748,0.635011441647597,0.308352402745995,0.0280320366132723,0.0068649885583524,0.0085812356979405,0.0131578947368421
7,13,983,0.934893184130214,0.0142421159715158,0.0264496439471007,0.00101729399796541,0.00203458799593082,0.0213631739572737
7,14,2236,0.87298747763864,0.0822898032200358,0.0254919499105546,0.00536672629695885,0.0035778175313059,0.0102862254025045
7,2,1975,0.443544303797468,0.495189873417722,0.0465822784810127,0.0030379746835443,0.0010126582278481,0.0106329113924051
7,1,3706,0.740151106314085,0.196977873718295,0.0404749055585537,0.00458715596330275,0.00350782514840799,0.0143011332973556
7,3,597,0.92964824120603,0.0117252931323283,0.0368509212730318,0.0033500837520938,0.0050251256281407,0.0134003350083752
7,4,616,0.897727272727273,0.0551948051948052,0.00811688311688312,0.00974025974025974,0.00974025974025974,0.0194805194805195
7,10,1295,0.411583011583012,0.555212355212355,0.0146718146718147,0.00154440154440154,0.00463320463320463,0.0123552123552124
7,11,1680,0.804166666666667,0.135714285714286,0.030952380952381,0.0119047619047619,0.00297619047619048,0.0142857142857143
7,12,1593,0.795982423101067,0.14752040175769,0.0219711236660389,0.0069052102950408,0.00439422473320778,0.0232266164469554
7,5,2267,0.682840758711954,0.251433612704014,0.0317600352889281,0.00882223202470225,0.00661667401852669,0.0185266872518747
7,6,535,0.852336448598131,0.0635514018691589,0.0542056074766355,0.0130841121495327,0.00186915887850467,0.0149532710280374
7,17,661,0.868381240544629,0.0499243570347958,0.0574886535552194,0.00605143721633888,0.0075642965204236,0.010590015128593
7,7,425,0.785882352941176,0.176470588235294,0.0117647058823529,0,0.00470588235294118,0.0211764705882353
7,8,2624,0.475990853658537,0.426067073170732,0.0918445121951219,0.00342987804878049,0.00038109756097561,0.00228658536585366
7,9,654,0.977064220183486,0.00152905198776758,0.0152905198776758,0,0.00152905198776758,0.00458715596330275
9,162,4229,0.896902340978955,0.0153700638448806,0.0541499172381178,0.0144242137621187,0.00520217545519035,0.0139512887207378
9,119,1019,0.928361138370952,0.0107948969578018,0.0353287536800785,0.0098135426889107,0.00588812561334642,0.0098135426889107
9,17,5682,0.875219992960225,0.027455121436114,0.0586061246040127,0.0219992960225273,0.00334389299542415,0.0133755719816966
9,118,13,1,0,0,0,0,0
9,297,1291,0.927188226181255,0.00464756003098373,0.0410534469403563,0.0185902401239349,0.00309837335398916,0.00542215336948102
9,32,2992,0.934491978609626,0.00935828877005348,0.0307486631016043,0.00902406417112299,0.00735294117647059,0.00902406417112299
9,121,1780,0.925280898876405,0.00842696629213483,0.0275280898876404,0.0157303370786517,0.0050561797752809,0.0179775280898876
9,106,1273,0.928515318146112,0.00864100549882168,0.0400628436763551,0.0133542812254517,0.00314218381775334,0.00628436763550668
9,122,44,0.886363636363636,0,0.0227272727272727,0.0909090909090909,0,0
9,120,3375,0.946962962962963,0.00474074074074074,0.0237037037037037,0.0136296296296296,0.00177777777777778,0.00918518518518519
9,86,1710,0.908187134502924,0.00994152046783626,0.043859649122807,0.0210526315789474,0.00818713450292398,0.0087719298245614
9,302,8,1,0,0,0,0,0
9,214,2241,0.916555109326194,0.0267737617135207,0.036144578313253,0.00981704596162427,0.00312360553324409,0.00758589915216421
9,30,1611,0.82991930477964,0.0738671632526381,0.0626939788950962,0.0124146492861577,0.00558659217877095,0.0155183116076971
9,314,813,0.820418204182042,0.0885608856088561,0.045510455104551,0.025830258302583,0.00492004920049201,0.014760147601476
9,227,1916,0.821503131524008,0.0762004175365344,0.0709812108559499,0.0109603340292276,0.0046972860125261,0.0156576200417537
9,226,1360,0.857352941176471,0.0647058823529412,0.0492647058823529,0.00220588235294118,0.00441176470588235,0.0220588235294118
9,164,1062,0.911487758945386,0.0225988700564972,0.0357815442561205,0.0131826741996234,0.00659133709981168,0.0103578154425612
9,177,819,0.868131868131868,0.0354090354090354,0.0463980463980464,0.0183150183150183,0.00488400488400488,0.0268620268620269
9,224,3,1,0,0,0,0,0
9,163,214,0.864485981308411,0,0.102803738317757,0.0280373831775701,0,0.00467289719626168
9,7,1090,0.924770642201835,0.00642201834862385,0.0247706422018349,0.0110091743119266,0.0165137614678899,0.0165137614678899
9,81,1640,0.383536585365854,0.482926829268293,0.100609756097561,0.00121951219512195,0.00670731707317073,0.025
9,230,605,0.228099173553719,0.474380165289256,0.252892561983471,0.00495867768595041,0.0148760330578512,0.0247933884297521
9,220,1715,0.341107871720117,0.509620991253644,0.0862973760932945,0.0186588921282799,0.00699708454810496,0.0373177842565598
9,47,3316,0.631483715319662,0.231604342581423,0.0826296743063932,0.0117611580217129,0.00784077201447527,0.0346803377563329
9,267,1772,0.762979683972912,0.145598194130926,0.0626410835214447,0.00733634311512415,0.00790067720090293,0.0135440180586907
9,231,929,0.404736275565124,0.421959095801938,0.130247578040904,0.0129171151776103,0.00861141011840689,0.0215285252960172
9,82,620,0.608064516129032,0.243548387096774,0.0870967741935484,0.0032258064516129,0.00645161290322581,0.0516129032258065
9,52,282,0.815602836879433,0.106382978723404,0.0531914893617021,0.0106382978723404,0.00354609929078014,0.0106382978723404
9,266,2,0.5,0,0,0,0,0.5
9,83,942,0.585987261146497,0.288747346072187,0.089171974522293,0.00849256900212314,0.00318471337579618,0.024416135881104
9,51,452,0.756637168141593,0.165929203539823,0.0442477876106195,0.00884955752212389,0,0.0243362831858407
9,53,114,0.649122807017544,0.254385964912281,0.087719298245614,0,0,0.0087719298245614
9,221,932,0.225321888412017,0.082618025751073,0.664163090128755,0.00321888412017167,0.0118025751072961,0.0128755364806867
9,325,1079,0.818350324374421,0.0658016682113068,0.0583873957367933,0.036144578313253,0,0.0213160333642261
9,139,1880,0.932446808510638,0.0164893617021277,0.0335106382978723,0.00319148936170213,0.00638297872340425,0.00797872340425532
9,80,1657,0.343391671695836,0.564272782136391,0.056125528062764,0.00543150271575136,0.00724200362100181,0.0235365117682559
9,265,1097,0.119416590701914,0.790337283500456,0.0546946216955333,0.00364630811303555,0.00911577028258888,0.0227894257064722
9,166,838,0.921241050119332,0.00954653937947494,0.0429594272076372,0.00596658711217184,0.00835322195704057,0.0119331742243437
9,50,335,0.859701492537313,0.017910447761194,0.0686567164179104,0.0328358208955224,0.00298507462686567,0.017910447761194
9,176,410,0.88780487804878,0.0317073170731707,0.0487804878048781,0.024390243902439,0.00731707317073171,0
9,8,2360,0.880508474576271,0.0309322033898305,0.0483050847457627,0.0203389830508475,0.00677966101694915,0.013135593220339
9,140,1904,0.167542016806723,0.779936974789916,0.0304621848739496,0.00157563025210084,0.00315126050420168,0.0173319327731092
9,229,200,0.475,0.05,0.45,0,0.02,0.005
9,178,351,0.227920227920228,0.307692307692308,0.447293447293447,0.00854700854700855,0.00284900284900285,0.0056980056980057
9,174,3271,0.885356160195659,0.0324059920513604,0.0525833078569245,0.00672577193518802,0.00580862121675329,0.0171201467441149
9,97,4908,0.840057049714751,0.0517522412387938,0.0639771801140994,0.0179299103504482,0.00733496332518337,0.0189486552567237
9,218,3311,0.861975234068257,0.0335246149199638,0.0610087586831773,0.0163092721232256,0.00724856538810027,0.0199335548172757
9,172,4486,0.826794471689701,0.0697726259473919,0.0619705751226037,0.0127061970575123,0.00423539901917075,0.0245207311636202
9,126,5647,0.663361076677882,0.256065167345493,0.0625110678236232,0.00354170355941208,0.00425004427129449,0.010270940322295
9,332,2,1,0,0,0,0,0
9,183,5351,0.789011399738367,0.0826013829190805,0.0730704541207251,0.0308353578770323,0.00448514296393198,0.0199962623808634
9,141,881,0.156640181611805,0.743473325766175,0.0567536889897843,0.00681044267877412,0.00794551645856981,0.0283768444948922
9,117,2608,0.677530674846626,0.213573619631902,0.0555981595092025,0.0230061349693252,0.00575153374233129,0.0245398773006135
9,179,1882,0.743889479277364,0.111052072263549,0.0855472901168969,0.0228480340063762,0.00797024442082891,0.0286928799149841
9,79,4947,0.759450171821306,0.146351324034769,0.056195674145947,0.0161714170204164,0.00485142510612492,0.0169799878714372
9,264,710,0.659154929577465,0.146478873239437,0.0929577464788732,0.0633802816901408,0,0.0380281690140845
9,261,1821,0.771004942339374,0.113673805601318,0.0587589236683141,0.0214168039538715,0.00384404173531027,0.0313014827018122
9,247,1177,0.730671197960918,0.124044180118946,0.0926083262531861,0.0254885301614274,0,0.0271877655055225
9,298,5689,0.81877307083846,0.0432413429425207,0.0747055721567938,0.0363860080857796,0.00457022323782739,0.0223237827386184
9,127,5538,0.738894907908992,0.131455399061033,0.0734922354640665,0.0278078728782954,0.00343084145901047,0.0249187432286024
9,130,26,0.5,0.346153846153846,0.0769230769230769,0,0,0.0769230769230769
9,132,303,0.617161716171617,0.181518151815182,0.158415841584158,0.0297029702970297,0.0033003300330033,0.0099009900990099
9,134,12,0.833333333333333,0.0833333333333333,0,0,0,0.0833333333333333
9,129,80,0.9375,0,0.0375,0.025,0,0
9,197,11,1,0,0,0,0,0
9,310,217,0.788018433179724,0.105990783410138,0.0921658986175115,0.00460829493087558,0.00460829493087558,0.00460829493087558
9,212,2300,0.78695652173913,0.0504347826086957,0.102608695652174,0.0330434782608696,0.000869565217391306,0.0260869565217391
9,311,1388,0.783861671469741,0.0410662824207493,0.108789625360231,0.0410662824207493,0.00720461095100865,0.0180115273775216
9,312,433,0.965357967667437,0.0115473441108545,0.0161662817551963,0.0046189376443418,0,0.0023094688221709
9,200,618,0.977346278317152,0.00485436893203883,0.00970873786407767,0.00323624595469256,0,0.00485436893203883
9,105,6551,0.815600671653183,0.041825675469394,0.0854831323462067,0.0268661273088078,0.0064112349259655,0.0238131582964433
9,184,1278,0.764475743348983,0.0649452269170579,0.0978090766823161,0.0406885758998435,0.00625978090766823,0.0258215962441315
9,304,2189,0.730470534490635,0.0529922338967565,0.120603015075377,0.0689812699862951,0.00411146642302421,0.0228414801279123
9,225,1398,0.713876967095851,0.0836909871244635,0.135908440629471,0.036480686695279,0.00286123032904149,0.0271816881258941
9,338,562,0.752669039145907,0.0302491103202847,0.104982206405694,0.0676156583629893,0.00355871886120996,0.0409252669039146
9,185,2,1,0,0,0,0,0
9,305,1214,0.919275123558484,0.0156507413509061,0.0387149917627677,0.0189456342668863,0.00247116968698517,0.00494233937397035
9,219,3514,0.85088218554354,0.0506545247581104,0.0569151963574274,0.0162208309618668,0.00284575981787137,0.0224815025611838
9,217,707,0.8995756718529,0.0212164073550212,0.0381895332390382,0.0141442715700141,0.00848656294200849,0.0183875530410184
9,253,401,0.708229426433915,0.127182044887781,0.0822942643391521,0.0174563591022444,0.00498753117206983,0.0598503740648379
9,301,4,1,0,0,0,0,0
9,142,1002,0.902195608782435,0.0199600798403194,0.0479041916167665,0.00598802395209581,0.00499001996007984,0.0189620758483034
9,144,375,0.898666666666667,0.0453333333333333,0.056,0,0,0
9,181,1,1,0,0,0,0,0
9,165,3259,0.840441853329242,0.0536974532065051,0.0690395826940779,0.00736422215403498,0.00337526848726603,0.0260816201288739
9,175,1265,0.919367588932806,0.0158102766798419,0.0458498023715415,0.00869565217391304,0.00158102766798419,0.00869565217391304
9,75,2689,0.909259947936036,0.0026031982149498,0.0531796206768315,0.0167348456675344,0.00185942729639271,0.0163629602082559
9,318,50,0.96,0,0.02,0.02,0,0
