"cty_name","year","logGDPcp","regime","oil","metal","illit","life"
"United Arab Emirates",1977,9.71217,-7,56.224926,0.0018179464,NA,66.7488
"United Arab Emirates",1978,9.614181,-7,55.114124,0.017993135,NA,NA
"United Arab Emirates",1979,9.824472,-7,45.938805,0.012432285,NA,NA
"United Arab Emirates",1980,10.268443,-7,NA,NA,34.4,68.218
"United Arab Emirates",1981,10.239352,-7,NA,NA,NA,NA
"United Arab Emirates",1982,10.09782,-7,NA,NA,NA,69.1976
"United Arab Emirates",1983,9.959395,-7,NA,0.7146405,NA,NA
"United Arab Emirates",1984,9.988702,-7,NA,0.7735216,NA,NA
"United Arab Emirates",1985,9.885731,-7,NA,0.67959905,31,NA
"United Arab Emirates",1986,9.383117,-7,NA,0.93049514,NA,NA
"United Arab Emirates",1987,9.538132,-7,NA,NA,NA,72.7244
"United Arab Emirates",1988,9.395242,-7,NA,1.5032628,NA,NA
"United Arab Emirates",1989,9.556197,-7,NA,1.3688375,NA,NA
"United Arab Emirates",1990,9.894989,-7,NA,1.0596071,28.7,73.5322
"United Arab Emirates",1991,9.838366,-7,NA,1.1746,NA,NA
"United Arab Emirates",1992,9.865089,-7,NA,1.0386075,NA,74.0707
"United Arab Emirates",1993,9.8495455,-7,NA,0.95348394,NA,NA
"United Arab Emirates",1994,9.750278,-7,NA,NA,NA,NA
"United Arab Emirates",1995,9.763583,-7,NA,NA,26.3,NA
"United Arab Emirates",1996,NA,-7,NA,NA,NA,NA
"United Arab Emirates",1997,NA,-7,NA,NA,25.18,75.1683
"Argentina",1966,7.3518,-9,0.048894078,0.015951522,NA,NA
"Argentina",1967,7.3957214,-9,0.03171332,0.028285818,NA,65.9707
"Argentina",1968,7.4656553,-9,0.046871666,0.033390485,NA,NA
"Argentina",1969,7.568896,-9,0.018505378,0.026602032,NA,NA
"Argentina",1970,7.6449194,-9,0.024139898,0.026491424,7.3,66.8093
"Argentina",1971,7.7275352,-9,0.025510333,0.027654324,NA,NA
"Argentina",1972,7.7777925,-9,0.018018909,0.025884008,NA,67.3683
"Argentina",1973,7.8716927,6,0.0106537305,0.023374135,NA,NA
"Argentina",1974,7.996654,6,0.017043693,0.02579353,NA,NA
"Argentina",1975,8.0680895,6,0.027949601,0.016860839,6.5,NA
"Argentina",1976,8.103191,-9,0.038456656,0.023074089,NA,NA
"Argentina",1977,8.202482,-9,0.04891798,0.02650185,NA,68.7171
"Argentina",1978,8.228444,-9,0.088857196,0.062566176,NA,NA
"Argentina",1979,8.389587,-9,0.07007415,0.1085101,NA,NA
"Argentina",1980,8.526945,-9,0.36096725,0.22641252,6.1,69.5863
"Argentina",1981,8.554489,-8,0.78786623,0.2038568,NA,NA
"Argentina",1982,8.506334,-8,0.6494436,0.1433602,NA,70.1659
"Argentina",1983,8.567697,8,0.32056522,0.09808993,NA,NA
"Argentina",1984,8.621734,8,0.4193541,0.13390657,NA,NA
"Argentina",1985,8.57998,8,0.6938701,0.16372305,5,NA
"Argentina",1986,8.652248,8,0.13843843,0.11276804,NA,NA
"Argentina",1987,8.700681,8,0.07688152,0.13803056,NA,71.0146
"Argentina",1988,8.675393,8,0.11035427,0.17547074,NA,NA
"Argentina",1989,8.620652,8,0.42245656,0.3218268,NA,NA
"Argentina",1990,8.618304,8,0.682209,0.21398821,4.3,71.6439
"Argentina",1991,8.858944,8,0.4141355,0.112508,NA,NA
"Argentina",1992,8.979316,8,0.47082627,0.063067496,NA,72.0634
"Argentina",1993,9.041299,8,0.48191527,0.059092157,NA,NA
"Argentina",1994,9.123967,8,0.5880503,0.073803686,NA,NA
"Argentina",1995,9.095374,8,0.7743975,0.121868566,3.7,NA
"Argentina",1996,9.138477,8,1.0358758,0.09301313,NA,NA
"Argentina",1997,9.201287,8,0.94519824,0.12536448,3.5,73.1122
"Armenia",1991,8.363738,7,NA,NA,NA,72.1683
"Armenia",1992,7.6430945,7,NA,NA,NA,71.5049
"Armenia",1993,7.494934,7,NA,NA,NA,71.0707
"Armenia",1994,7.571756,6,NA,NA,NA,71.4171
"Armenia",1995,7.661289,3,NA,NA,NA,72.3146
"Armenia",1996,7.7224827,-6,NA,NA,NA,72.6659
"Armenia",1997,7.7434607,-6,NA,NA,NA,73.7146
"Australia",1966,7.9803658,10,0.4008463,1.1802205,NA,NA
"Australia",1967,8.03041,10,0.42846766,1.3265396,NA,70.8683
"Australia",1968,8.149313,10,0.47780144,1.6036057,NA,NA
"Australia",1969,8.230044,10,0.5347555,1.9703984,NA,NA
"Australia",1970,8.310169,10,0.6365877,2.5731332,NA,71.3776
"Australia",1971,8.364974,10,0.7113663,2.3948526,NA,NA
"Australia",1972,8.4546795,10,0.72580856,2.1780632,NA,71.7171
"Australia",1973,8.548305,10,0.77164394,2.1180136,NA,NA
"Australia",1974,8.631058,10,1.0246565,2.377479,NA,NA
"Australia",1975,8.736971,10,1.3790718,2.6054246,NA,NA
"Australia",1976,8.808818,10,1.5393932,2.3798265,NA,NA
"Australia",1977,8.85438,10,1.6818426,2.5006702,NA,73.2659
"Australia",1978,8.970814,10,1.6190419,1.7615479,NA,NA
"Australia",1979,9.074521,10,1.6330688,2.030664,NA,NA
"Australia",1980,9.19238,10,1.480476,2.3202214,NA,74.4366
"Australia",1981,9.287116,10,1.8918227,2.066901,NA,NA
"Australia",1982,9.309915,10,2.194001,2.3312716,NA,75.2171
"Australia",1983,9.40187,10,2.518828,2.1951053,NA,NA
"Australia",1984,9.467692,10,2.8271763,2.174993,NA,NA
"Australia",1985,9.516574,10,3.4829266,2.3465683,NA,NA
"Australia",1986,9.53322,10,2.7169058,2.1629474,NA,NA
"Australia",1987,9.614939,10,2.4115517,2.0489812,NA,76.122
"Australia",1988,9.710267,10,1.8694452,1.7708538,NA,NA
"Australia",1989,9.759329,10,1.7429647,1.9217952,NA,NA
"Australia",1990,9.770927,10,2.2325208,1.9349365,NA,76.9956
"Australia",1991,9.793338,10,2.4043841,2.0031745,NA,NA
"Australia",1992,9.825526,10,2.5536866,1.9903169,NA,77.578
"Australia",1993,9.747484,10,2.7651665,2.0685277,NA,NA
"Australia",1994,9.803527,10,2.3192205,1.9159757,NA,NA
"Australia",1995,9.857097,10,2.4282866,2.2022834,NA,78.1805
"Australia",1996,9.882843,10,2.5128467,2.0690436,NA,78.078
"Australia",1997,9.873019,10,2.812918,2.2377203,NA,78.2805
"Austria",1966,7.6152983,10,0.53490263,0.8279442,NA,NA
"Austria",1967,7.6690283,10,0.505753,0.7002625,NA,69.8659
"Austria",1968,7.7514753,10,0.4864045,0.7033733,NA,NA
"Austria",1969,7.839132,10,0.4557411,0.78095967,NA,NA
"Austria",1970,7.946264,10,0.48722312,0.723697,NA,70.2829
"Austria",1971,8.03722,10,0.37292075,0.6149885,NA,NA
"Austria",1972,8.141481,10,0.36230615,0.54672724,NA,70.561
"Austria",1973,8.2511425,10,0.39859217,0.5806827,NA,NA
"Austria",1974,8.3754,10,0.42411354,0.6497193,NA,NA
"Austria",1975,8.474912,10,0.40084308,0.4416251,NA,NA
"Austria",1976,8.570734,10,0.38389298,0.5357554,NA,NA
"Austria",1977,8.669228,10,0.37996978,0.5578357,NA,71.9634
"Austria",1978,8.751791,10,0.3198687,0.68757784,NA,NA
"Austria",1979,8.881698,10,0.3148754,0.7884295,NA,NA
"Austria",1980,8.9986315,10,0.34912375,0.79802334,NA,72.6527
"Austria",1981,9.07326,10,0.4058632,0.79689527,NA,NA
"Austria",1982,9.154933,10,0.35337663,0.752347,NA,73.1122
"Austria",1983,9.214532,10,0.31432885,0.8322872,NA,NA
"Austria",1984,9.259035,10,0.36026162,0.9315884,NA,NA
"Austria",1985,9.31749,10,0.52264166,0.9340115,NA,NA
"Austria",1986,9.365633,10,0.289897,0.79884887,NA,NA
"Austria",1987,9.421655,10,0.40539443,0.81848663,NA,75.1122
"Austria",1988,9.498822,10,0.312653,0.9751224,NA,NA
"Austria",1989,9.571506,10,0.3210104,1.0048199,NA,NA
"Austria",1990,9.652459,10,0.2606653,0.90974456,NA,75.718
"Austria",1991,9.702289,10,0.2253591,0.80318534,NA,NA
"Austria",1992,9.740321,10,0.2503994,0.73105335,NA,76.122
"Austria",1993,9.848028,10,0.24726497,0.63687086,NA,NA
"Austria",1994,9.888206,10,0.30177206,0.7168051,NA,76.4571
"Austria",1995,9.933822,0,0.25543785,0.77710146,NA,76.7156
"Austria",1996,9.958142,0,0.31703097,0.84222656,NA,76.9837
"Austria",1997,9.960858,0,NA,NA,NA,77.322
"Azerbaijan",1991,8.212135,-3,NA,NA,NA,70.3
"Azerbaijan",1992,7.815534,1,NA,NA,NA,69.5463
"Azerbaijan",1993,7.571756,-3,NA,NA,NA,69.4439
"Azerbaijan",1994,7.4174848,-4,NA,NA,NA,69.4439
"Azerbaijan",1995,7.2952724,-6,NA,NA,NA,68.3268
"Azerbaijan",1996,7.314584,-6,NA,NA,NA,69.2366
"Azerbaijan",1997,7.333529,-6,NA,NA,NA,70.9122
"Burundi",1966,4.8598123,-7,NA,NA,NA,NA
"Burundi",1967,4.934474,-7,NA,NA,NA,43.461
"Burundi",1968,4.9767337,-7,NA,0.074290425,NA,NA
"Burundi",1969,5.0039463,-7,0,0.17607254,NA,NA
"Burundi",1970,4.8751974,-7,0.0077451444,0.38441488,80.1,43.761
"Burundi",1971,5.1817837,-7,0.022583278,0.096463285,NA,NA
"Burundi",1972,5.1817837,-7,0.0035655892,0.10222658,NA,43.961
"Burundi",1973,5.278115,-7,0.06880462,0.08819085,NA,NA
"Burundi",1974,5.3423343,-7,NA,0.13575143,NA,NA
"Burundi",1975,5.4510384,-7,NA,0.063826256,76.7,NA
"Burundi",1976,5.560682,-7,NA,0.051448144,NA,NA
"Burundi",1977,5.765191,-7,NA,NA,NA,45.961
"Burundi",1978,5.749393,-7,NA,NA,NA,NA
"Burundi",1979,5.8406415,-7,0.060192,0.5816255,NA,NA
"Burundi",1980,5.894403,-7,NA,0.77081597,72.4,46.7073
"Burundi",1981,6.0330863,-7,NA,1.7984273,NA,NA
"Burundi",1982,6.086775,-7,NA,2.2564943,NA,47.2049
"Burundi",1983,6.107023,-7,NA,0.15555993,NA,NA
"Burundi",1984,6.1484685,-7,NA,NA,NA,NA
"Burundi",1985,6.2672005,-7,NA,NA,67.9,NA
"Burundi",1986,6.35437,-7,NA,NA,NA,NA
"Burundi",1987,6.3350544,-7,NA,NA,NA,46.7073
"Burundi",1988,6.4150968,-7,NA,NA,NA,NA
"Burundi",1989,6.3969297,-7,NA,NA,NA,NA
"Burundi",1990,6.4630294,-7,NA,NA,62.2,43.5917
"Burundi",1991,6.5250297,-7,NA,NA,NA,NA
"Burundi",1992,6.565265,0,NA,NA,NA,41.5146
"Burundi",1993,6.6883416,0,NA,NA,NA,NA
"Burundi",1994,6.651909,0,NA,NA,NA,NA
"Burundi",1995,6.5880737,0,NA,NA,57.7,NA
"Burundi",1996,6.491251,-5,NA,NA,NA,NA
"Burundi",1997,6.4766207,-5,NA,NA,55.42,42.3659
"Belgium",1966,7.698483,10,1.0593795,4.4930906,NA,NA
"Belgium",1967,7.761745,10,1.0186433,3.9945743,NA,70.9707
"Belgium",1968,7.840313,10,1.2432191,4.4574885,NA,NA
"Belgium",1969,7.9522634,10,1.4624255,4.6997027,NA,NA
"Belgium",1970,8.074961,10,1.2257125,4.746919,NA,71.2107
"Belgium",1971,8.147288,10,1.1777811,3.2578206,NA,NA
"Belgium",1972,8.247482,10,1.3239369,2.8999877,NA,71.3707
"Belgium",1973,8.370316,10,1.4139949,3.7496035,NA,NA
"Belgium",1974,8.498214,10,1.7688094,4.227454,NA,NA
"Belgium",1975,8.56503,10,2.2417557,2.3676298,NA,NA
"Belgium",1976,8.674197,10,2.3372066,2.7059357,NA,NA
"Belgium",1977,8.743213,10,2.567688,2.6263816,NA,72.3195
"Belgium",1978,8.8385515,10,1.9965613,2.3049185,NA,NA
"Belgium",1979,8.942984,10,3.2044067,2.7421608,NA,NA
"Belgium",1980,9.063927,10,4.4273157,3.4836142,NA,73.2473
"Belgium",1981,9.116798,10,5.040063,2.8938065,NA,NA
"Belgium",1982,9.196749,10,5.120978,2.799736,NA,73.8659
"Belgium",1983,9.233275,10,5.233909,3.1264489,NA,NA
"Belgium",1984,9.287301,10,5.1374846,3.2133274,NA,NA
"Belgium",1985,9.33123,10,4.2211194,3.0816302,NA,NA
"Belgium",1986,9.400217,10,2.8935637,2.4438274,NA,NA
"Belgium",1987,9.4667635,10,2.1469824,2.222429,NA,75.9683
"Belgium",1988,9.555914,10,2.0269916,2.7901857,NA,NA
"Belgium",1989,9.63587,10,2.1819675,3.4192548,NA,NA
"Belgium",1990,9.713114,10,2.0655751,2.5419173,NA,75.9683
"Belgium",1991,9.76296,10,2.2500093,2.1664124,NA,NA
"Belgium",1992,9.80317,10,1.8759549,1.9311318,NA,76.2171
"Belgium",1993,9.864593,10,1.8849747,1.8560432,NA,76.3171
"Belgium",1994,9.905557,10,1.7475462,1.9794165,NA,NA
"Belgium",1995,9.951776,10,1.5754603,2.2266982,NA,NA
"Belgium",1996,9.973885,10,1.9784585,1.995407,NA,76.7683
"Belgium",1997,9.991139,10,2.0319583,2.2485113,NA,76.8307
"Benin",1966,5.9814143,-7,0.007264017,0.0133671025,NA,NA
"Benin",1967,5.986452,-7,0.0033751624,0.68503,NA,43.1756
"Benin",1968,6.0088134,0,0.005286218,0.20148651,NA,NA
"Benin",1969,6.0063534,0,0.006615046,0.054430354,NA,NA
"Benin",1970,6.104793,-2,0.014997351,0.011865352,89.1,43.9805
"Benin",1971,6.1463294,-2,0.0016520475,0.01591924,NA,NA
"Benin",1972,6.214608,-7,0.0017803515,0.02760736,NA,44.5171
"Benin",1973,6.295266,-7,0.0011687744,0.03070493,NA,NA
"Benin",1974,6.338594,-7,0.34709182,0.02907442,NA,NA
"Benin",1975,6.369901,-7,0.015897201,0.016606398,85.8,NA
"Benin",1976,6.376727,-7,0.011914264,0.018358296,NA,NA
"Benin",1977,6.46925,-7,0.0142385,0.17779452,NA,47.0049
"Benin",1978,6.527958,-7,0.006566853,0.033221774,NA,NA
"Benin",1979,6.6424866,-7,0.087975435,0.008817762,NA,NA
"Benin",1980,6.801283,-7,0.14677791,0.040032275,82.1,48.4405
"Benin",1981,6.942157,-7,0.0068931864,0.10005211,NA,NA
"Benin",1982,6.875232,-7,0.13210271,0.0025084347,NA,49.3976
"Benin",1983,6.9117475,-7,3.1114995,0.12316756,NA,NA
"Benin",1984,6.975414,-7,NA,NA,NA,NA
"Benin",1985,7.010312,-7,NA,NA,78,NA
"Benin",1986,7.0308576,-7,NA,NA,NA,NA
"Benin",1987,6.989335,-7,NA,NA,NA,50.8537
"Benin",1988,7.0282016,-7,NA,NA,NA,NA
"Benin",1989,6.9902563,-7,NA,NA,NA,NA
"Benin",1990,7.0282016,0,NA,NA,73.6,51.8737
"Benin",1991,7.101676,9,NA,NA,NA,NA
"Benin",1992,6.9853616,9,NA,NA,NA,52.5537
"Benin",1993,7.0115976,9,NA,NA,NA,NA
"Benin",1994,7.0455413,9,NA,NA,NA,NA
"Benin",1995,7.086412,9,NA,NA,68.5,NA
"Benin",1996,7.125678,9,NA,NA,NA,NA
"Benin",1997,7.1409626,9,NA,NA,66.14,53.4073
"Burkina Faso",1966,NA,-7,0.0036590388,0.05974716,NA,NA
"Burkina Faso",1967,NA,-7,0.0007286427,0.008844103,NA,37.8951
"Burkina Faso",1968,NA,-7,0.0008310169,0.006941297,NA,NA
"Burkina Faso",1969,NA,-6,0.0003064469,0.003300339,NA,NA
"Burkina Faso",1970,NA,-4,0.0004947287,0.006035835,92.9,39.8145
"Burkina Faso",1971,NA,-4,0.0008712068,0.0041676466,NA,NA
"Burkina Faso",1972,NA,-4,0.0009564858,0.006929686,NA,41.0941
"Burkina Faso",1973,NA,-4,0.02187562,0.00514721,NA,NA
"Burkina Faso",1974,NA,-4,0.0008106812,0.007506377,NA,NA
"Burkina Faso",1975,5.8662176,-4,7.2026654e-05,0.002965794,91.3,NA
"Burkina Faso",1976,5.9190655,-4,NA,0.018725052,NA,NA
"Burkina Faso",1977,5.9190655,0,0.0031027317,0.002294591,NA,42.8683
"Burkina Faso",1978,6.0170555,5,0.0045123864,0.0014454991,NA,NA
"Burkina Faso",1979,6.127413,5,0.02852378,0.0019558235,NA,NA
"Burkina Faso",1980,6.2455363,-7,0.00606876,0.005618143,89.2,44.0083
"Burkina Faso",1981,6.282001,-7,0.008134865,0.005688034,NA,NA
"Burkina Faso",1982,6.351169,-7,0.0001543824,0.0011579767,NA,44.7683
"Burkina Faso",1983,6.351169,-7,7.051751e-05,0.0024684344,NA,NA
"Burkina Faso",1984,6.351169,-7,NA,NA,NA,NA
"Burkina Faso",1985,6.446702,-7,NA,NA,86.8,NA
"Burkina Faso",1986,6.574803,-7,NA,NA,NA,NA
"Burkina Faso",1987,6.614099,-7,NA,NA,NA,45.8707
"Burkina Faso",1988,6.7119126,-7,NA,NA,NA,NA
"Burkina Faso",1989,6.7001967,-7,NA,NA,NA,NA
"Burkina Faso",1990,6.6763444,-7,NA,NA,84,45.3937
"Burkina Faso",1991,6.768519,-5,NA,NA,NA,NA
"Burkina Faso",1992,6.811604,-5,NA,NA,NA,45.0756
"Burkina Faso",1993,6.8010054,-5,NA,NA,NA,NA
"Burkina Faso",1994,6.811604,-5,NA,NA,NA,NA
"Burkina Faso",1995,6.8529096,-5,NA,NA,80.8,NA
"Burkina Faso",1996,6.892576,-5,NA,NA,NA,NA
"Burkina Faso",1997,6.921327,-4,NA,NA,79.28,44.3805
"Bangladesh",1972,5.9107966,8,NA,NA,NA,44.8683
"Bangladesh",1973,5.7807436,8,NA,NA,NA,NA
"Bangladesh",1974,6.135565,-2,0.0012101087,0.0004633078,NA,NA
"Bangladesh",1975,6.22059,-7,0.0012367502,0.0003600484,73.1,NA
"Bangladesh",1976,6.315358,-7,0.013702591,0.00234398,NA,NA
"Bangladesh",1977,6.336826,-7,0.0699522,8.172119e-05,NA,46.6122
"Bangladesh",1978,6.4676986,-4,0.050796308,0.000626031,NA,NA
"Bangladesh",1979,6.6280413,-4,NA,0.004059079,NA,NA
"Bangladesh",1980,6.731018,-4,3.7294543e-05,7.514129e-05,70.7,48.4707
"Bangladesh",1981,6.8167357,-4,5.993436e-05,NA,NA,NA
"Bangladesh",1982,6.96319,-7,0.085556656,0.0018489565,NA,49.7098
"Bangladesh",1983,6.903747,-7,0.17637563,0.0034961994,NA,NA
"Bangladesh",1984,7.003974,-7,0.091927394,0.0014426783,NA,NA
"Bangladesh",1985,7.103322,-7,0.11750061,NA,68,NA
"Bangladesh",1986,7.1592917,-5,0.0397643,2.2344e-05,NA,NA
"Bangladesh",1987,7.1861444,-5,0.06405388,NA,NA,53.2951
"Bangladesh",1988,7.256297,-5,0.015801964,0.0007403909,NA,NA
"Bangladesh",1989,7.347944,-5,0.060879253,NA,NA,NA
"Bangladesh",1990,7.403061,-5,0.066669874,NA,65.3,54.678
"Bangladesh",1991,7.5032897,6,0.11343048,NA,NA,NA
"Bangladesh",1992,7.553811,6,0.054994233,NA,NA,55.6
"Bangladesh",1993,6.779465,6,0.05827666,0.004201643,NA,NA
"Bangladesh",1994,6.8220916,6,0.03530842,0.0012068035,NA,NA
"Bangladesh",1995,6.8828063,6,0.040746495,NA,62.3,NA
"Bangladesh",1996,6.921327,0,0.023522569,7.489e-05,NA,NA
"Bangladesh",1997,6.9584184,6,NA,NA,61.06,58.1488
"Bulgaria",1966,NA,-7,NA,NA,NA,NA
"Bulgaria",1967,NA,-7,NA,NA,NA,70.8463
"Bulgaria",1968,NA,-7,NA,NA,NA,NA
"Bulgaria",1969,NA,-7,NA,NA,NA,NA
"Bulgaria",1970,NA,-7,NA,NA,7.5,71.0805
"Bulgaria",1971,NA,-7,NA,NA,NA,NA
"Bulgaria",1972,NA,-7,NA,NA,NA,71.2366
"Bulgaria",1973,NA,-7,NA,NA,NA,NA
"Bulgaria",1974,NA,-7,NA,NA,NA,NA
"Bulgaria",1975,NA,-7,NA,NA,6.3,NA
"Bulgaria",1976,NA,-7,NA,NA,NA,NA
"Bulgaria",1977,NA,-7,NA,NA,NA,71.3341
"Bulgaria",1978,NA,-7,NA,NA,NA,NA
"Bulgaria",1979,NA,-7,NA,NA,NA,NA
"Bulgaria",1980,8.05166,-7,NA,NA,4.8,71.3605
"Bulgaria",1981,8.195058,-7,NA,NA,NA,NA
"Bulgaria",1982,8.26565,-7,NA,NA,NA,71.378
"Bulgaria",1983,8.347827,-7,NA,NA,NA,NA
"Bulgaria",1984,8.381602,-7,NA,NA,NA,NA
"Bulgaria",1985,8.470731,-7,NA,NA,3.6,NA
"Bulgaria",1986,8.745762,-7,NA,NA,NA,NA
"Bulgaria",1987,8.841882,-7,NA,NA,NA,71.4732
"Bulgaria",1988,8.99094,-7,NA,NA,NA,NA
"Bulgaria",1989,9.003931,-7,NA,NA,NA,71.7707
"Bulgaria",1990,8.9265175,8,NA,NA,2.7,71.3683
"Bulgaria",1991,8.812099,8,NA,NA,NA,71.2683
"Bulgaria",1992,8.820847,8,NA,NA,NA,71.1707
"Bulgaria",1993,8.322717,8,NA,NA,NA,71.0659
"Bulgaria",1994,8.365969,8,NA,NA,NA,70.9561
"Bulgaria",1995,8.424382,8,NA,NA,2,70.9049
"Bulgaria",1996,8.334282,8,NA,NA,NA,70.7585
"Bulgaria",1997,8.2652645,0,NA,NA,1.8,70.7122
"Bahrain",1971,NA,-10,NA,NA,NA,NA
"Bahrain",1972,NA,-10,NA,NA,NA,63.5049
"Bahrain",1973,NA,-7,NA,NA,NA,NA
"Bahrain",1974,NA,-7,NA,NA,NA,NA
"Bahrain",1975,8.470101,-10,NA,NA,37,NA
"Bahrain",1976,8.836955,-10,NA,NA,NA,NA
"Bahrain",1977,8.885303,-10,NA,NA,NA,65.8024
"Bahrain",1978,8.890273,-10,NA,NA,NA,NA
"Bahrain",1979,9.061377,-10,NA,NA,NA,NA
"Bahrain",1980,9.270212,-10,115.63168,3.4480796,28.6,67.8395
"Bahrain",1981,9.291644,-10,112.168144,3.0930126,NA,NA
"Bahrain",1982,9.22818,-10,87.84367,6.301862,NA,69.1976
"Bahrain",1983,9.210541,-10,69.218,7.974229,NA,NA
